,subject,deck,counts,trial,proportion
609,23,2,1805,3,0.301
610,23,3,607,3,0.101
611,23,4,1770,3,0.295
612,24,1,1341,3,0.224
613,24,2,1411,3,0.235
614,24,3,1485,3,0.248
615,24,4,1763,3,0.294
616,25,1,1806,3,0.301
617,25,2,1801,3,0.3
618,25,3,1754,3,0.292
619,25,4,639,3,0.106
620,26,1,901,3,0.15
621,26,2,927,3,0.154
622,26,3,912,3,0.152
623,26,4,3260,3,0.543
624,27,1,971,3,0.162
625,27,2,3108,3,0.518
626,27,3,956,3,0.159
627,27,4,965,3,0.161
628,28,1,1205,3,0.201
629,28,2,2406,3,0.401
630,28,3,1131,3,0.188
631,28,4,1258,3,0.21
632,29,1,1362,3,0.227
633,29,2,1533,3,0.256
634,29,3,1555,3,0.259
635,29,4,1550,3,0.258
636,30,1,1562,3,0.26
637,30,2,1195,3,0.199
638,30,3,1605,3,0.268
639,30,4,1638,3,0.273
640,31,1,1174,3,0.196
641,31,2,2519,3,0.42
642,31,3,1206,3,0.201
643,31,4,1101,3,0.184
644,32,1,1186,3,0.198
645,32,2,1156,3,0.193
646,32,3,1171,3,0.195
647,32,4,2487,3,0.414
648,33,1,2974,3,0.496
649,33,2,1011,3,0.168
650,33,3,1033,3,0.172
651,33,4,982,3,0.164
652,34,1,1920,3,0.32
653,34,2,1994,3,0.332
654,34,3,191,3,0.032
655,34,4,1895,3,0.316
656,35,1,1789,3,0.298
657,35,2,1739,3,0.29
658,35,3,1732,3,0.289
659,35,4,740,3,0.123
660,36,1,1717,3,0.286
661,36,2,1683,3,0.28
662,36,3,1645,3,0.274
663,36,4,955,3,0.159
664,37,1,1155,3,0.192
665,37,2,1097,3,0.183
666,37,3,2678,3,0.446
667,37,4,1070,3,0.178
668,38,1,1422,3,0.237
669,38,2,1513,3,0.252
670,38,3,1503,3,0.25
671,38,4,1562,3,0.26
672,39,1,4028,3,0.671
673,39,2,664,3,0.111
674,39,3,651,3,0.108
675,39,4,657,3,0.11
676,40,1,1110,3,0.185
677,40,2,1151,3,0.192
678,40,3,2625,3,0.438
679,40,4,1114,3,0.186
680,41,1,632,3,0.105
681,41,2,4186,3,0.698
682,41,3,603,3,0.1
683,41,4,579,3,0.096
684,42,1,1958,3,0.326
685,42,2,1333,3,0.222
686,42,3,1352,3,0.225
687,42,4,1357,3,0.226
688,0,1,2435,4,0.406
689,0,2,1193,4,0.199
690,0,3,1155,4,0.192
691,0,4,1217,4,0.203
692,1,1,1436,4,0.239
693,1,2,1506,4,0.251
694,1,3,1534,4,0.256
695,1,4,1524,4,0.254
696,2,1,1131,4,0.188
697,2,2,1141,4,0.19
698,2,3,2568,4,0.428
699,2,4,1160,4,0.193
700,3,1,975,4,0.162
701,3,2,3018,4,0.503
702,3,3,1019,4,0.17
703,3,4,988,4,0.165
704,4,1,1568,4,0.261
705,4,2,1608,4,0.268
706,4,3,1229,4,0.205
707,4,4,1595,4,0.266
708,5,1,1813,4,0.302
709,5,2,1913,4,0.319
710,5,3,1955,4,0.326
711,5,4,319,4,0.053
712,6,1,1033,4,0.172
713,6,2,1088,4,0.181
714,6,3,1061,4,0.177
715,6,4,2818,4,0.47
716,7,1,555,4,0.092
717,7,2,1825,4,0.304
718,7,3,1775,4,0.296
719,7,4,1845,4,0.308
720,8,1,513,4,0.086
721,8,2,1836,4,0.306
722,8,3,1783,4,0.297
723,8,4,1868,4,0.311
724,9,1,1469,4,0.245
725,9,2,1528,4,0.255
726,9,3,1541,4,0.257
727,9,4,1462,4,0.244
728,10,1,1735,4,0.289
729,10,2,959,4,0.16
730,10,3,1692,4,0.282
731,10,4,1614,4,0.269
732,11,1,1545,4,0.258
733,11,2,1402,4,0.234
734,11,3,1497,4,0.25
735,11,4,1556,4,0.259
736,12,1,942,4,0.157
737,12,2,3193,4,0.532
738,12,3,948,4,0.158
739,12,4,917,4,0.153
740,13,1,729,4,0.122
741,13,2,759,4,0.126
742,13,3,776,4,0.129
743,13,4,3736,4,0.623
744,14,1,389,4,0.065
745,14,2,371,4,0.062
746,14,3,408,4,0.068
747,14,4,4832,4,0.805
748,15,1,555,4,0.092
749,15,2,4237,4,0.706
750,15,3,560,4,0.093
751,15,4,648,4,0.108
752,16,1,1112,4,0.185
753,16,2,1154,4,0.192
754,16,3,1148,4,0.191
755,16,4,2586,4,0.431
756,17,1,1550,4,0.258
757,17,2,1517,4,0.253
758,17,3,1452,4,0.242
759,17,4,1481,4,0.247
760,18,1,1170,4,0.195
761,18,2,1607,4,0.268
762,18,3,1581,4,0.264
763,18,4,1642,4,0.274
764,19,1,814,4,0.136
765,19,2,910,4,0.152
766,19,3,3416,4,0.569
767,19,4,860,4,0.143
768,20,1,987,4,0.164
769,20,2,1010,4,0.168
770,20,3,3079,4,0.513
771,20,4,924,4,0.154
772,21,1,601,4,0.1
773,21,2,1785,4,0.298
774,21,3,1814,4,0.302
775,21,4,1800,4,0.3
776,22,1,797,4,0.133
777,22,2,818,4,0.136
778,22,3,829,4,0.138
779,22,4,3556,4,0.593
780,23,1,1794,4,0.299
781,23,2,1821,4,0.304
782,23,3,616,4,0.103
783,23,4,1769,4,0.295
784,24,1,1241,4,0.207
785,24,2,1167,4,0.194
786,24,3,2388,4,0.398
787,24,4,1204,4,0.201
788,25,1,970,4,0.162
789,25,2,1680,4,0.28
790,25,3,1703,4,0.284
791,25,4,1647,4,0.274
792,26,1,1053,4,0.176
793,26,2,1038,4,0.173
794,26,3,1037,4,0.173
795,26,4,2872,4,0.479
796,27,1,938,4,0.156
797,27,2,3086,4,0.514
798,27,3,973,4,0.162
799,27,4,1003,4,0.167
800,28,1,1598,4,0.266
801,28,2,1660,4,0.277
802,28,3,1637,4,0.273
803,28,4,1105,4,0.184
804,29,1,1484,4,0.247
805,29,2,1564,4,0.261
806,29,3,1528,4,0.255
807,29,4,1424,4,0.237
808,30,1,1630,4,0.272
809,30,2,1572,4,0.262
810,30,3,1216,4,0.203
811,30,4,1582,4,0.264
812,31,1,1060,4,0.177
813,31,2,1083,4,0.18
814,31,3,2816,4,0.469
815,31,4,1041,4,0.174
816,32,1,1191,4,0.198
817,32,2,1178,4,0.196
818,32,3,2498,4,0.416
819,32,4,1133,4,0.189
820,33,1,1175,4,0.196
821,33,2,1223,4,0.204
822,33,3,1110,4,0.185
823,33,4,2492,4,0.415
824,34,1,1804,4,0.301
825,34,2,340,4,0.057
826,34,3,1937,4,0.323
827,34,4,1919,4,0.32
828,35,1,1699,4,0.283
829,35,2,790,4,0.132
830,35,3,1758,4,0.293
831,35,4,1753,4,0.292
832,36,1,1821,4,0.304
833,36,2,1815,4,0.302
834,36,3,447,4,0.074
835,36,4,1917,4,0.32
836,37,1,1088,4,0.181
837,37,2,2735,4,0.456
838,37,3,1145,4,0.191
839,37,4,1032,4,0.172
840,38,1,1465,4,0.244
841,38,2,1592,4,0.265
842,38,3,1463,4,0.244
843,38,4,1480,4,0.247
844,39,1,5085,4,0.848
845,39,2,321,4,0.054
846,39,3,289,4,0.048
847,39,4,305,4,0.051
848,40,1,682,4,0.114
849,40,2,692,4,0.115
850,40,3,656,4,0.109
851,40,4,3970,4,0.662
852,41,1,589,4,0.098
853,41,2,4109,4,0.685
854,41,3,642,4,0.107
855,41,4,660,4,0.11
856,42,1,3700,4,0.617
857,42,2,773,4,0.129
858,42,3,775,4,0.129
859,42,4,752,4,0.125
860,0,1,1617,5,0.27
861,0,2,1641,5,0.274
862,0,3,1124,5,0.187
863,0,4,1618,5,0.27
864,1,1,1382,5,0.23
865,1,2,1583,5,0.264
866,1,3,1491,5,0.248
867,1,4,1544,5,0.257
868,2,1,680,5,0.113
869,2,2,714,5,0.119
870,2,3,740,5,0.123
871,2,4,3866,5,0.644
872,3,1,3056,5,0.509
873,3,2,972,5,0.162
874,3,3,986,5,0.164
875,3,4,986,5,0.164
876,4,1,1592,5,0.265
877,4,2,1636,5,0.273
878,4,3,1212,5,0.202
879,4,4,1560,5,0.26
880,5,1,564,5,0.094
881,5,2,1801,5,0.3
882,5,3,1876,5,0.313
883,5,4,1759,5,0.293
884,6,1,1061,5,0.177
885,6,2,2776,5,0.463
