,subject,deck,counts,trial,proportion
683,26,4,2206,3,0.368
684,27,1,1126,3,0.188
685,27,2,2549,3,0.425
686,27,3,1142,3,0.19
687,27,4,1183,3,0.197
688,28,1,1119,3,0.186
689,28,2,1588,3,0.265
690,28,3,1666,3,0.278
691,28,4,1627,3,0.271
692,29,1,1210,3,0.202
693,29,2,2282,3,0.38
694,29,3,1257,3,0.21
695,29,4,1251,3,0.208
696,30,1,1572,3,0.262
697,30,2,1612,3,0.269
698,30,3,1229,3,0.205
699,30,4,1587,3,0.264
700,31,1,1268,3,0.211
701,31,2,1261,3,0.21
702,31,3,2169,3,0.362
703,31,4,1302,3,0.217
704,32,1,1340,3,0.223
705,32,2,1333,3,0.222
706,32,3,1991,3,0.332
707,32,4,1336,3,0.223
708,33,1,2349,3,0.392
709,33,2,1213,3,0.202
710,33,3,1225,3,0.204
711,33,4,1213,3,0.202
712,34,1,1777,3,0.296
713,34,2,1861,3,0.31
714,34,3,1753,3,0.292
715,34,4,609,3,0.102
716,35,1,1613,3,0.269
717,35,2,1044,3,0.174
718,35,3,1642,3,0.274
719,35,4,1701,3,0.284
720,36,1,1812,3,0.302
721,36,2,617,3,0.103
722,36,3,1765,3,0.294
723,36,4,1806,3,0.301
724,37,1,3407,3,0.568
725,37,2,842,3,0.14
726,37,3,922,3,0.154
727,37,4,829,3,0.138
728,38,1,1913,3,0.319
729,38,2,1350,3,0.225
730,38,3,1360,3,0.227
731,38,4,1377,3,0.23
732,39,1,1574,3,0.262
733,39,2,1609,3,0.268
734,39,3,1215,3,0.202
735,39,4,1602,3,0.267
736,40,1,1475,3,0.246
737,40,2,1562,3,0.26
738,40,3,1485,3,0.248
739,40,4,1478,3,0.246
740,41,1,731,3,0.122
741,41,2,3742,3,0.624
742,41,3,785,3,0.131
743,41,4,742,3,0.124
744,42,1,1648,3,0.275
745,42,2,1654,3,0.276
746,42,3,970,3,0.162
747,42,4,1728,3,0.288
748,43,1,1482,3,0.247
749,43,2,1503,3,0.25
750,43,3,1530,3,0.255
751,43,4,1485,3,0.248
752,44,1,745,3,0.124
753,44,2,755,3,0.126
754,44,3,3761,3,0.627
755,44,4,739,3,0.123
756,45,1,1585,3,0.264
757,45,2,1560,3,0.26
758,45,3,1288,3,0.215
759,45,4,1567,3,0.261
760,46,1,1857,3,0.31
761,46,2,1796,3,0.299
762,46,3,454,3,0.076
763,46,4,1893,3,0.316
764,47,1,1492,3,0.249
765,47,2,1558,3,0.26
766,47,3,1482,3,0.247
767,47,4,1468,3,0.245
768,0,1,1312,4,0.219
769,0,2,1237,4,0.206
770,0,3,1277,4,0.213
771,0,4,2174,4,0.362
772,1,1,1677,4,0.28
773,1,2,1600,4,0.267
774,1,3,1528,4,0.255
775,1,4,1195,4,0.199
776,2,1,1771,4,0.295
777,2,2,1700,4,0.283
778,2,3,1721,4,0.287
779,2,4,808,4,0.135
780,3,1,1629,4,0.272
781,3,2,1653,4,0.276
782,3,3,1659,4,0.276
783,3,4,1059,4,0.176
784,4,1,1077,4,0.18
785,4,2,1033,4,0.172
786,4,3,1054,4,0.176
787,4,4,2836,4,0.473
788,5,1,1077,4,0.18
789,5,2,2754,4,0.459
790,5,3,1108,4,0.185
791,5,4,1061,4,0.177
792,6,1,1405,4,0.234
793,6,2,1408,4,0.235
794,6,3,1492,4,0.249
795,6,4,1695,4,0.282
796,7,1,1177,4,0.196
797,7,2,2388,4,0.398
798,7,3,1255,4,0.209
799,7,4,1180,4,0.197
800,8,1,1336,4,0.223
801,8,2,1978,4,0.33
802,8,3,1378,4,0.23
803,8,4,1308,4,0.218
804,9,1,1185,4,0.198
805,9,2,2435,4,0.406
806,9,3,1176,4,0.196
807,9,4,1204,4,0.201
808,10,1,1398,4,0.233
809,10,2,1395,4,0.232
810,10,3,1791,4,0.298
811,10,4,1416,4,0.236
812,11,1,1060,4,0.177
813,11,2,1020,4,0.17
814,11,3,2871,4,0.478
815,11,4,1049,4,0.175
816,12,1,1410,4,0.235
817,12,2,1931,4,0.322
818,12,3,1302,4,0.217
819,12,4,1357,4,0.226
820,13,1,1268,4,0.211
821,13,2,1263,4,0.21
822,13,3,2133,4,0.356
823,13,4,1336,4,0.223
824,14,1,1837,4,0.306
825,14,2,1911,4,0.318
826,14,3,332,4,0.055
827,14,4,1920,4,0.32
828,15,1,1422,4,0.237
829,15,2,1433,4,0.239
830,15,3,1689,4,0.282
831,15,4,1456,4,0.243
832,16,1,1564,4,0.261
833,16,2,1181,4,0.197
834,16,3,1636,4,0.273
835,16,4,1619,4,0.27
836,17,1,1387,4,0.231
837,17,2,1414,4,0.236
838,17,3,1840,4,0.307
839,17,4,1359,4,0.226
840,18,1,1482,4,0.247
841,18,2,1462,4,0.244
842,18,3,1464,4,0.244
843,18,4,1592,4,0.265
844,19,1,3197,4,0.533
845,19,2,924,4,0.154
846,19,3,933,4,0.156
847,19,4,946,4,0.158
848,20,1,1478,4,0.246
849,20,2,1494,4,0.249
850,20,3,1414,4,0.236
851,20,4,1614,4,0.269
852,21,1,1809,4,0.302
853,21,2,1825,4,0.304
854,21,3,1781,4,0.297
855,21,4,585,4,0.098
856,22,1,1797,4,0.3
857,22,2,1444,4,0.241
858,22,3,1360,4,0.227
859,22,4,1399,4,0.233
860,23,1,4167,4,0.694
861,23,2,619,4,0.103
862,23,3,626,4,0.104
863,23,4,588,4,0.098
864,24,1,2339,4,0.39
865,24,2,1188,4,0.198
866,24,3,1273,4,0.212
867,24,4,1200,4,0.2
868,25,1,1216,4,0.203
869,25,2,1294,4,0.216
870,25,3,1235,4,0.206
871,25,4,2255,4,0.376
872,26,1,2182,4,0.364
873,26,2,1299,4,0.216
874,26,3,1243,4,0.207
875,26,4,1276,4,0.213
876,27,1,2529,4,0.422
877,27,2,1152,4,0.192
878,27,3,1161,4,0.194
879,27,4,1158,4,0.193
880,28,1,1940,4,0.323
881,28,2,1987,4,0.331
882,28,3,166,4,0.028
883,28,4,1907,4,0.318
884,29,1,1230,4,0.205
885,29,2,2330,4,0.388
886,29,3,1224,4,0.204
887,29,4,1216,4,0.203
888,30,1,2223,4,0.37
889,30,2,1251,4,0.208
890,30,3,1247,4,0.208
891,30,4,1279,4,0.213
892,31,1,1225,4,0.204
893,31,2,2289,4,0.382
894,31,3,1274,4,0.212
895,31,4,1212,4,0.202
896,32,1,3903,4,0.65
897,32,2,713,4,0.119
898,32,3,702,4,0.117
899,32,4,682,4,0.114
900,33,1,1793,4,0.299
901,33,2,518,4,0.086
902,33,3,1841,4,0.307
903,33,4,1848,4,0.308
904,34,1,1808,4,0.301
905,34,2,591,4,0.098
906,34,3,1800,4,0.3
907,34,4,1801,4,0.3
908,35,1,1004,4,0.167
909,35,2,1705,4,0.284
910,35,3,1692,4,0.282
911,35,4,1599,4,0.266
912,36,1,1442,4,0.24
913,36,2,1457,4,0.243
914,36,3,1458,4,0.243
915,36,4,1643,4,0.274
916,37,1,2875,4,0.479
917,37,2,1087,4,0.181
918,37,3,1029,4,0.172
919,37,4,1009,4,0.168
920,38,1,1858,4,0.31
921,38,2,474,4,0.079
922,38,3,1836,4,0.306
923,38,4,1832,4,0.305
924,39,1,1572,4,0.262
925,39,2,1199,4,0.2
926,39,3,1567,4,0.261
927,39,4,1662,4,0.277
928,40,1,1239,4,0.206
929,40,2,2315,4,0.386
930,40,3,1241,4,0.207
931,40,4,1205,4,0.201
932,41,1,1134,4,0.189
